Year,Set,Exam Code,Source File,Chapter,Question Number,Question Type,Question Text
2023 (Supplementary),1,S,2-S-1_English L&L.pdf,Writing and Grammar,3,MCQ,"3. Complete any ten of the following twelve tasks, as directed. 10´1=10 (i) Fill in the blank by using the correct form of the word in the bracket. 1 My sister Mona _________ (fall) down when the dog leapt at her. (ii) Read the given sentence. Identify the error and supply the correction in the sentence. In the last five decades, the Rubik Cube has become one of the much absorbing puzzles for children. 1 Error Correction (iii) Neha and Rudra were doing a theatre presentation. Report Neha’s question. 1 Are the costumes and props ready for the rehearsal tomorrow ? (iv) Read the dialogue below : 1 Vinay : Did you attend the seminar on “Effective Speaking,” yesterday ? Vineeta : Yes I did. I learnt some valuable skills from the speaker. Choose the correct option to complete the dialogue. Vinay asked Vineeta __________. Vineeta responded positively and said that she had learnt valuable skills from the speaker. (A) whether she had attended the seminar on “Effective Speaking”, the day before "
2023 (Supplementary),1,S,2-S-1_English L&L.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (a) and (b) given below : 5 (a) You are disturbed by the poor reading habits of school children today. As a result, communication is impacted, which will have far-reaching consequences. As Shivika/Shiv Gupta of 21, Valley Apartments, Shaambagh, write a letter in about 120 words to the Municipal Councillor of your area, requesting him to create and maintain public libraries as reading zones. Also suggest, how community members can support such projects. OR (b) As Nilima/Nilesh, Sports Secretary of Red Tree Public School, Aakashpur, you believe that the youth today must actively involve itself in sports and other physical activities. Write a letter to the editor of a national daily in about 120 words, suggesting that stadiums and sports centres should be made available to the students to promote participation in sports. 2/S/1"
2023 (Supplementary),1,S,2-S-1_English L&L.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (a) and (b) given below : 5 (a) Aarti/Aarav of class X is preparing for her/his exams and members of her/his study circle wish to learn how to manage their time well. Aarti/Aarav prepares the notes below on the principles of time management. * Principles of Time Management * Prioritize — identify important tasks * Plan — create timelines Expect change in routine * Anticipate problems * * Delegate tasks — gather resources Write an analytical paragraph in about 120 words either accepting or rejecting Aarti’s/Aarav’s plan. OR (b) Read the given details of a new mall that has recently opened in your area. • Location • Physical description • Number of stores, food courts, cafés, entertainment zone • Amenities – escalators, wheelchair ramp • Congestion on roads, traffic jams Analyse the details and write an analytical paragraph in about 120 words. 2/S/1"
2023 (Supplementary),1,S,2-S-1_English L&L.pdf,Literature,6,MCQ,"6. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) NOODLE : (bowing) O Great and Mighty Think-Tank, most powerful and intelligent creature in the whole universe, what are your orders ? THINK-TANK : (peevishly) You left out part of my salutation, Apprentice Noodle. Go over the whole thing again. (The Book That Saved the Earth) (i) According to the extract, Noodle is a ________ to Think-Tank. 1 Select the correct option : (A) carpenter (B) subordinate (C) master (D) friend (ii) What does the above extract reveal about the character of Think-Tank ? 2 (iii) Fill in the blank with the correct word from the brackets. 1 The use of the word ‘peevishly’ suggests that Think-Tank was feeling __________ (elated/annoyed). (iv) How does Noodle describe Think-Tank in his salutation ? 1 OR (b) NATALYA : Forgive us, Ivan Vassilevitch, we were all a little heated. I remember now: Oxen Meadows... really are yours. LOMOV : My heart’s beating awfully. M"
2023 (Supplementary),1,S,2-S-1_English L&L.pdf,Literature,7,MCQ,"7. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) The trees inside are moving out into the forest, the forest that was empty all these days where no bird could sit no insect hide no sun bury its feet in shadow (The Trees) (i) Where are the trees moving out from ? 1 (ii) How does the author’s use of descriptive language enhance the impact on the reader ? 1 (iii) Complete the following suitably : The emptiness of the forest is highlighted by __________. 1 (iv) Explain the phrase “no sun bury its feet” with reference to the extract. 2 OR (b) Belinda embraced him, Mustard licked him, No one mourned for his pirate victim. Ink and Blink in glee did gyrate Around the dragon that ate the pirate. (The Tale of Custard the Dragon) (i) Complete the following suitably : 1 Belinda’s and Mustard’s reaction reflected a sense of _________. (ii) ‘Embraced’ in this context means : 1 (A) to accept (B) to feel awkward and sheepish (C) to put your arms "
2023 (Supplementary),1,S,2-S-1_English L&L.pdf,Literature,8,General,"8. Answer any four of the following five questions in 40 – 50 words each : 4´3=12 (i) How does Frost in his poem “Fire and Ice” use symbolism to explore the destructive forces of desire and hatred ? (ii) Discuss, with examples from the text, the role of the baker in shaping the memories and experiences of the people in Goa. (Glimpses of India) (iii) In the poem “For Anne Gregory”, how does the poet challenge or conform to the traditional notions of beauty and love ? (iv) How does Mijbil’s incident with the bathroom tap help shape the understanding of his character ? (Mijbil the Otter) (v) In what way does ‘Anne Frank’s Diary’ reflect the theme of isolation ? (From the Diary of Anne Frank)"
2023 (Supplementary),1,S,2-S-1_English L&L.pdf,Literature,9,General,9. Answer any two of the following three questions in 40 – 50 words each : 2´3=6 (i) What role does Tricki’s immediate environment play in ‘‘A Triumph of Surgery’’ ? (ii) Why does Griffin in “Footprints without Feet” flee from the store in London ? (iii) M. Loisel is a caring and considerate husband. Support the statement with evidence from the text. (The Necklace) 2/S/1
2023 (Supplementary),1,S,2-S-1_English L&L.pdf,Literature,10,Long Answer,10. Answer any one of the following two questions in 100 – 120 words : 6 (a) What challenges do Siddhartha in ‘The Sermon at Benares’ and Valliammai in ‘Madam Rides the Bus’ face ? How do their journeys reflect on the themes of human experience and self-realisation ? OR (b) The protagonist in ‘The Ball Poem’ and the young seagull in ‘His First Flight’ face challenges. Discuss with reference to the two texts.
2023 (Supplementary),1,S,2-S-1_English L&L.pdf,Literature,11,Long Answer,"11. Answer any one of the following two questions in 100 – 120 words : 6 (a) ‘The devil is in the details’ captures the power of unexamined details and how it results in unforeseen difficulties. Discuss the statement in context to “The Midnight Visitor”. OR (b) The chapter ‘Bholi’ enables the readers to question values and customs prevailing in society. With reference to the text, discuss the above statement. 2/S/1"
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Reading Comprehension,1,MCQ,"1. Read the following passage carefully : 10 (1) On a Sunday full of possibilities, I’m confused by too many choices. I unlock my phone and innumerable choices pour : movies, music, podcasts, games, and this truly perplexes me. Amidst my indecision, a dust-ridden copy of ‘The Bell Jar’ falls from the bookshelf. My guilt finds respite in the puddle of addictive videos online. (2) In a hyperconnected world, books are left to age pale yellow. Reading is seen by the newer generations as mundane. Though the benefits of reading are common knowledge, the privilege of choice overpowers. Many publishers and bookstores have now shut down. (3) ‘The blast of the digital’ has made everything catering to shrinking attention spans, with overwhelming choices from online poetry to captions to tweets. The reading fabric of Gen Z is brief. They are reading rapidly and recklessly. Reading for sole bliss seems to be a thing of the past. Though digital reading might be a new avenue for words, studies sugges"
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Reading Comprehension,2,MCQ,"2. Read the following passage carefully : 10 (1) Among the most visible effects of environmental global warming are rising seas around the world : since 1880, the global mean sea level (GMSL) has increased by 20 cm. There’s no easy way to halt or reverse this change. Earth’s oceans and ice sheets respond slowly to changes in the heat they receive from the atmosphere. They hold onto heat for decades to centuries. As a result, sea levels globally will continue to rise well beyond the 21st century. (2) The recent Intergovernmental Panel on Climate Change (IPCC) states that it is very likely that the climate-induced sea level will affect much of the world’s coasts in the coming decades. An estimated 800 million people will experience impacts of high tide flooding. In many coastal settings, even a small increase in baseline sea level can increase the frequency and magnitude of flooding during high tides, storm surges and extreme weather. (3) The direct impact of all this will be on communit"
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Writing and Grammar,3,MCQ,"3. Complete any ten of the following twelve tasks, as directed. 10´1=10 (i) Fill in the blank by using the correct form of the word in the bracket. 1 My sister Mona _________ (fall) down when the dog leapt at her. (ii) Read the given sentence. Identify the error and supply the correction in the sentence. In the last five decades, the Rubik Cube has become one of the much absorbing puzzles for children. 1 Error Correction (iii) Neha and Rudra were doing a theatre presentation. Report Neha’s question. 1 Are the costumes and props ready for the rehearsal tomorrow ? (iv) Read the dialogue below : 1 Vinay : Did you attend the seminar on “Effective Speaking,” yesterday ? Vineeta : Yes I did. I learnt some valuable skills from the speaker. Choose the correct option to complete the dialogue. Vinay asked Vineeta __________. Vineeta responded positively and said that she had learnt valuable skills from the speaker. (A) whether she had attended the seminar on “Effective Speaking”, the day before "
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (a) and (b) given below : 5 (a) In the recent years, there has been a spurt in the commercialization of residential properties. This is a cause of great nuisance and annoyance to the residents in the adjoining areas. Write a letter to the editor of a national newspaper, in about 120 words, drawing attention to the growing problem in the city and the inconveniences that follow. You are Ritika/Ritik, residing at 46, New Town, Roshnipur. OR (b) Write a letter in about 120 words to the Chairman, Sports Authority of your city. Draw his attention to the poor sports facilities for the public. Mention the disadvantages of the situation, and give suggestions on how sports infrastructure can be improved. You are Sujata/Shreyas, residing at 8-A, Sea View Apartments, Samudrashahar. 2/S/2"
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (a) and (b) given below : 5 (a) Aarti/Aarav of class X is preparing for her/his exams and members of her/his study circle wish to learn how to manage their time well. Aarti/Aarav prepares the notes below on the principles of time management. * Principles of Time Management * Prioritize — identify important tasks * Plan — create timelines Expect change in routine * Anticipate problems * * Delegate tasks — gather resources Write an analytical paragraph in about 120 words either accepting or rejecting Aarti’s/Aarav’s plan. OR (b) Read the given details of a new mall that has recently opened in your area. • Location • Physical description • Number of stores, food courts, cafés, entertainment zone • Amenities – escalators, wheelchair ramp • Congestion on roads, traffic jams Analyse the details and write an analytical paragraph in about 120 words. 2/S/2"
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Literature,6,MCQ,"6. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) NOODLE : (bowing) O Great and Mighty Think-Tank, most powerful and intelligent creature in the whole universe, what are your orders ? THINK-TANK : (peevishly) You left out part of my salutation, Apprentice Noodle. Go over the whole thing again. (The Book That Saved the Earth) (i) According to the extract, Noodle is a ________ to Think-Tank. 1 Select the correct option : (A) carpenter (B) subordinate (C) master (D) friend (ii) What does the above extract reveal about the character of Think-Tank ? 2 (iii) Fill in the blank with the correct word from the brackets. 1 The use of the word ‘peevishly’ suggests that Think-Tank was feeling __________ (elated/annoyed). (iv) How does Noodle describe Think-Tank in his salutation ? 1 OR (b) NATALYA : Forgive us, Ivan Vassilevitch, we were all a little heated. I remember now: Oxen Meadows... really are yours. LOMOV : My heart’s beating awfully. M"
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Literature,7,MCQ,"7. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) The trees inside are moving out into the forest, the forest that was empty all these days where no bird could sit no insect hide no sun bury its feet in shadow (The Trees) (i) Where are the trees moving out from ? 1 (ii) How does the author’s use of descriptive language enhance the impact on the reader ? 1 (iii) Complete the following suitably : The emptiness of the forest is highlighted by __________. 1 (iv) Explain the phrase “no sun bury its feet” with reference to the extract. 2 OR (b) Belinda embraced him, Mustard licked him, No one mourned for his pirate victim. Ink and Blink in glee did gyrate Around the dragon that ate the pirate. (The Tale of Custard the Dragon) (i) Complete the following suitably : 1 Belinda’s and Mustard’s reaction reflected a sense of _________. (ii) ‘Embraced’ in this context means : 1 (A) to accept (B) to feel awkward and sheepish (C) to put your arms "
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Literature,8,General,"8. Answer any four of the following five questions in 40 – 50 words each : 4´3=12 (i) How, according to Robert Frost, will the world end twice in the poem ‘‘Fire and Ice’’ ? (ii) Why was Rajvir in ‘‘Glimpses of India’’ excited ? Why did Pranjol not share his excitement ? (iii) Why does the poem ‘‘For Anne Gregory’’ use the reference of ‘an old religious man’ ? (iv) Why did Maxwell call the airhostess ‘the very queen of her kind’ ? (Mijbil the Otter) (v) Describe Anne’s relationship with her grandmother. (From the Diary of Anne Frank)"
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Literature,9,General,9. Answer any two of the following three questions in 40 – 50 words each : 2´3=6 (i) What did Mrs. Pumphrey do to bring Tricki to normal health ? Was she successful ? (A Triumph of Surgery) (ii) Describe Griffin’s room as seen by the Hall couple. (Footprints without Feet) (iii) What changes came into the life of the Loisels after the necklace was lost ? (The Necklace) 2/S/2
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Literature,10,Long Answer,10. Answer any one of the following two questions in 100 – 120 words : 6 (a) What challenges do Siddhartha in ‘The Sermon at Benares’ and Valliammai in ‘Madam Rides the Bus’ face ? How do their journeys reflect on the themes of human experience and self-realisation ? OR (b) The protagonist in ‘The Ball Poem’ and the young seagull in ‘His First Flight’ face challenges. Discuss with reference to the two texts.
2023 (Supplementary),2,S,2-S-2_English L&L.pdf,Literature,11,Long Answer,"11. Answer any one of the following two questions in 100 – 120 words : 6 (a) ‘The devil is in the details’ captures the power of unexamined details and how it results in unforeseen difficulties. Discuss the statement in context to “The Midnight Visitor”. OR (b) The chapter ‘Bholi’ enables the readers to question values and customs prevailing in society. With reference to the text, discuss the above statement. 2/S/2"
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Reading Comprehension,1,MCQ,"1. Read the following passage carefully : 10 (1) On a Sunday full of possibilities, I’m confused by too many choices. I unlock my phone and innumerable choices pour : movies, music, podcasts, games, and this truly perplexes me. Amidst my indecision, a dust-ridden copy of ‘The Bell Jar’ falls from the bookshelf. My guilt finds respite in the puddle of addictive videos online. (2) In a hyperconnected world, books are left to age pale yellow. Reading is seen by the newer generations as mundane. Though the benefits of reading are common knowledge, the privilege of choice overpowers. Many publishers and bookstores have now shut down. (3) ‘The blast of the digital’ has made everything catering to shrinking attention spans, with overwhelming choices from online poetry to captions to tweets. The reading fabric of Gen Z is brief. They are reading rapidly and recklessly. Reading for sole bliss seems to be a thing of the past. Though digital reading might be a new avenue for words, studies sugges"
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Reading Comprehension,2,MCQ,"2. Read the following passage carefully : 10 (1) Among the most visible effects of environmental global warming are rising seas around the world : since 1880, the global mean sea level (GMSL) has increased by 20 cm. There’s no easy way to halt or reverse this change. Earth’s oceans and ice sheets respond slowly to changes in the heat they receive from the atmosphere. They hold onto heat for decades to centuries. As a result, sea levels globally will continue to rise well beyond the 21st century. (2) The recent Intergovernmental Panel on Climate Change (IPCC) states that it is very likely that the climate-induced sea level will affect much of the world’s coasts in the coming decades. An estimated 800 million people will experience impacts of high tide flooding. In many coastal settings, even a small increase in baseline sea level can increase the frequency and magnitude of flooding during high tides, storm surges and extreme weather. (3) The direct impact of all this will be on communit"
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Writing and Grammar,3,MCQ,"3. Complete any ten of the following twelve tasks, as directed. 10´1=10 (i) Fill in the blank by using the correct form of the word in the bracket. 1 My sister Mona _________ (fall) down when the dog leapt at her. (ii) Read the given sentence. Identify the error and supply the correction in the sentence. In the last five decades, the Rubik Cube has become one of the much absorbing puzzles for children. 1 Error Correction (iii) Neha and Rudra were doing a theatre presentation. Report Neha’s question. 1 Are the costumes and props ready for the rehearsal tomorrow ? (iv) Read the dialogue below : 1 Vinay : Did you attend the seminar on “Effective Speaking,” yesterday ? Vineeta : Yes I did. I learnt some valuable skills from the speaker. Choose the correct option to complete the dialogue. Vinay asked Vineeta __________. Vineeta responded positively and said that she had learnt valuable skills from the speaker. (A) whether she had attended the seminar on “Effective Speaking”, the day before "
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (a) and (b) given below : 5 (a) To encourage community engagement and involvement of children, you would like to organise some activities in the colony. You are Prerna/Prasoon, a resident of 36, Sagar Colony, Poornapur. Write a letter in about 120 words to the President of the Resident Welfare Association, emphasizing on the need for such programmes. Give suggestions of the kind of programmes you would like to organise, e.g., cyclothon, painting competition, senior citizen meets, etc. OR (b) To sensitize children to the concept of sharing and caring, the school introduced a voluntary community service camp during the summer vacation. As a parent of a volunteer, write a letter in about 120 words to the Principal, appreciating the activity. Give details of the programme that took place and urge the Principal to hold such programmes in the future as they benefit the overall development of the children. You are Tarini/Tarun a resident of A-6/IV, Green Colony, Hawapu"
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (a) and (b) given below : 5 (a) Aarti/Aarav of class X is preparing for her/his exams and members of her/his study circle wish to learn how to manage their time well. Aarti/Aarav prepares the notes below on the principles of time management. * Principles of Time Management * Prioritize — identify important tasks * Plan — create timelines Expect change in routine * Anticipate problems * * Delegate tasks — gather resources Write an analytical paragraph in about 120 words either accepting or rejecting Aarti’s/Aarav’s plan. OR (b) Read the given details of a new mall that has recently opened in your area. • Location • Physical description • Number of stores, food courts, cafés, entertainment zone • Amenities – escalators, wheelchair ramp • Congestion on roads, traffic jams Analyse the details and write an analytical paragraph in about 120 words. 2/S/3"
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Literature,6,MCQ,"6. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) NOODLE : (bowing) O Great and Mighty Think-Tank, most powerful and intelligent creature in the whole universe, what are your orders ? THINK-TANK : (peevishly) You left out part of my salutation, Apprentice Noodle. Go over the whole thing again. (The Book That Saved the Earth) (i) According to the extract, Noodle is a ________ to Think-Tank. 1 Select the correct option : (A) carpenter (B) subordinate (C) master (D) friend (ii) What does the above extract reveal about the character of Think-Tank ? 2 (iii) Fill in the blank with the correct word from the brackets. 1 The use of the word ‘peevishly’ suggests that Think-Tank was feeling __________ (elated/annoyed). (iv) How does Noodle describe Think-Tank in his salutation ? 1 OR (b) NATALYA : Forgive us, Ivan Vassilevitch, we were all a little heated. I remember now: Oxen Meadows... really are yours. LOMOV : My heart’s beating awfully. M"
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Literature,7,MCQ,"7. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) The trees inside are moving out into the forest, the forest that was empty all these days where no bird could sit no insect hide no sun bury its feet in shadow (The Trees) (i) Where are the trees moving out from ? 1 (ii) How does the author’s use of descriptive language enhance the impact on the reader ? 1 (iii) Complete the following suitably : The emptiness of the forest is highlighted by __________. 1 (iv) Explain the phrase “no sun bury its feet” with reference to the extract. 2 OR (b) Belinda embraced him, Mustard licked him, No one mourned for his pirate victim. Ink and Blink in glee did gyrate Around the dragon that ate the pirate. (The Tale of Custard the Dragon) (i) Complete the following suitably : 1 Belinda’s and Mustard’s reaction reflected a sense of _________. (ii) ‘Embraced’ in this context means : 1 (A) to accept (B) to feel awkward and sheepish (C) to put your arms "
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Literature,8,General,8. Answer any four of the following five questions in 40 – 50 words each : 4´3=12 (i) How does Robert Frost in the poem ‘‘Fire and Ice’’ present two contrasting ideas ? (ii) What is the story about the Kodavu people’s descent in ‘‘Glimpses of India’’ ? (iii) How does the poem ‘‘For Anne Gregory’’ give importance to ‘inner beauty’ ? (iv) Why did Maxwell keep an otter as a pet ? (Mijbil the Otter) (v) Why did Mr. Keesing decide to stop punishing Anne ? (From the Diary of Anne Frank)
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Literature,9,General,9. Answer any two of the following three questions in 40 – 50 words each : 2´3=6 (i) Why was Mr. Herriot tempted to keep Tricki on as a permanent guest ? (A Triumph of Surgery) (ii) Describe Griffin’s experience in the shop of a theatrical company. (Footprints without Feet) (iii) Why was Mme Forestier shocked to hear Matilda’s story ? (The Necklace) 2/S/3
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Literature,10,Long Answer,10. Answer any one of the following two questions in 100 – 120 words : 6 (a) What challenges do Siddhartha in ‘The Sermon at Benares’ and Valliammai in ‘Madam Rides the Bus’ face ? How do their journeys reflect on the themes of human experience and self-realisation ? OR (b) The protagonist in ‘The Ball Poem’ and the young seagull in ‘His First Flight’ face challenges. Discuss with reference to the two texts.
2023 (Supplementary),3,S,2-S-3_English L&L.pdf,Literature,11,Long Answer,"11. Answer any one of the following two questions in 100 – 120 words : 6 (a) ‘The devil is in the details’ captures the power of unexamined details and how it results in unforeseen difficulties. Discuss the statement in context to “The Midnight Visitor”. OR (b) The chapter ‘Bholi’ enables the readers to question values and customs prevailing in society. With reference to the text, discuss the above statement. 2/S/3"
2024,1,4,2_4_1_English L & L.pdf,Reading Comprehension,1,MCQ,"1. Read the following passage carefully : 10 (1) Plastic pollution has become one of the most pressing environmental issues, as rapidly increasing production of disposable plastic products most visible in developing Asian and African nations, where garbage collection systems are often inefficient or nonexistent. But the developed world, especially in countries with low recycling rates, also has trouble properly collecting discarded plastics. Plastic trash has become so ubiquitous that it has prompted efforts to write a global treaty negotiated by the United Nations. (2) Plastics made from fossil fuels are just over a century old. Production and development of thousands of new plastic products accelerated after World War II. It transformed the modern age so much that life without plastics is unrecognizable today. Plastics revolutionized medicine with life-saving devices, made space travel possible, lightened cars and jets saving fuel and pollution and saved lives with helmets, incubator"
2024,1,4,2_4_1_English L & L.pdf,Reading Comprehension,2,MCQ,"2. Read the following passage carefully : 10 (1) Rotation of crops is a universal phenomenon which is practised by most of the farmers of the tropical and temperate countries. The main objective of rotation of crops is to obtain higher agricultural returns on the one hand, and to maintain the soil fertility on the other. (2) In other words, the rotation of crops helps in making agriculture more sustainable. The importance of crop rotation is more in the areas where farmers grow two, or more than two crops in the same field in a year. Irrigation facilities have also been appreciably developed in the country during the last three decades. The availability of water to the arable land has helped in the intensification of agriculture. (3) In the areas such as Punjab and Haryana, where the Green Revolution is a big success, one soil exhaustive crop (rice) is followed by another soil exhaustive crop (wheat). Subsequently, the field vacated by wheat is devoted to either rice or maize or cotton"
2024,1,4,2_4_1_English L & L.pdf,Writing and Grammar,3,MCQ,"3. Complete any ten of the following twelve tasks, as directed. 10 1=10 (i) Read the given sentence from a science journal. Identify the error and supply the correction in the sentence. apy is provided by a qualified professional, people could learn how to make better food choices. 1 Use the given format for your response. Error Correction (ii) Fill in the blank by using the correct form of the word in the brackets, for the given portion of a letter. 1 Please keep me ___________ (apprise) of your next step to address this matter. Thanks for your time. (iii) Sunanda and Pushkar had a conversation about their travels. Report Pushkars question. 1 Have you ever been to Peri Bagh ? (iv) Read the dialogue between Vilakshna and her physician, Dr. Sharnani, regarding the effectiveness of her medication. 1 Dr. Sharnani : How is your acid reflux problem now ? Vilakshna : medicine is great. Select the correct option to complete the reporting of the above dialogue. Dr. Sharnani asked Vilakshna abo"
2024,1,4,2_4_1_English L & L.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (a) and (b) given below : 5 (a) The problem of speeding traffic on colony roads causing accidents is increasing day by day. As a young citizen, who wants to minimize the accidents caused by them, write a letter to the editor of a national daily, in about 120 words, expressing your concern at the situation and suggesting measures to resolve the problem and drawing attention of the concerned authorities. You are Samyukta Khanna/Sanjay Khanna of 567, Madhur Apartments, Amar Vihar, Aram Nagar. OR (b) As Kaveri Mahajan, of 543, Narmada Apartments, Jeev Nagar, you feel that during the monsoon season all the rain water goes down the drain without being utilized. Write a letter to the RWA of your society, in about 120 words, suggesting measures to save and preserve rain water emphasizing the importance of saving every drop of water."
2024,1,4,2_4_1_English L & L.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (a) and (b) given below : 5 (a) Co-curricular activities help to enhance holistic development and assist in inculcating critical skills and abilities to be successful and happy in the 21st century life and workplace. Based on the table given below, write an analytical paragraph, in about 120 words, on how co-curricular activities supplement the theoretical curriculum. ESSENTIAL SKILLS AND VALUES THAT CAN BE DEVELOPED THROUGH CO-CURRICULAR ACTIVITIES logical and analytical thinking creative and critical thinking problem-solving skills leadership skills social, emotional and communication skills recreational value enhanced technology skills OR (b) . The following table provides an insight into the multifaceted impact and positive contributions of tourism. Write an analytical paragraph in about 120 words assessing the significance of tourism. IMPACT OF TOURISM contributes to GDP and foreign exchange boosts local markets and businesses creates employment preserves c"
2024,1,4,2_4_1_English L & L.pdf,Literature,6,MCQ,"6. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) For the first twenty-four hours, Mijbil was neither hostile nor friendly; he was simply aloof and indifferent, choosing to sleep on the floor as far from my bed as possible. The second night Mijbil came on to my bed in the small hours and remained asleep in the crook of my knees until the servant brought tea in the morning, and during the day he began to lose his apathy and take a keen, much too keen, interest in his surroundings. I made a body-belt for him and took him on a lead to the bathroom, where for half an hour he went wild with joy in the water. (Mijbil the Otter) (i) Which of the following is not a reason why Mijbil came on to Maxwells bed in the small hours ? 1 (A) He had started taking interest in his surroundings. (B) He was becoming friendly with Maxwell. (C) He wanted to play with Maxwell on his bed. (D) He wanted to feel safe and not remain indifferent. (ii) Maxwell "
2024,1,4,2_4_1_English L & L.pdf,Literature,7,MCQ,"7. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) But h s locked in a concrete cell, His strength behind bars, Stalking the length of his cage, Ignoring visitors. (A Tiger in the Zoo) (i) Why is the tiger stalking the length of his cage ? 1 (ii) What is the significance of the use of the describe the concrete cell where the tiger is kept and how does it contrast with the tiger presence in its natural habitat ? Answer in about 40 words. 2 (iii) Complete the sentence with the appropriate option : 1 The lines from the poem tell us that the tiger is __________ . (A) enjoying his time in the cell (B) being indifferent to visitors because it is a daily routine for him (C) not as strong as his counterpart in the jungle (D) wanting to be free from the cage (iv) Identify the type of literary device used in the line : 1 ut OR (b) Belinda was as brave as a barrel full of bears, And Ink and Blink chased lions down the stairs, Mustard was as br"
2024,1,4,2_4_1_English L & L.pdf,Literature,8,General,"8. Answer any four of the following five questions in 40 50 words each : 4 3=12 (i) Nelson Mandela in his inauguration speech says, e, who were outlaws not so long ago, have today been given the rare privilege to be host to the nations of the world on our own soil. What is the significance of this statement with reference to the political system that prevailed before this ? (Nelson Mandela Long Walk to Freedom) (ii) The Ball Poem initially appears simple but it is actually quite impactful and intense. Comment upon the theme of The Ball Poem. (iii) Coorg has been defined as a piece of heaven by the writer. Justify. (Glimpses of India) (iv) , what a burden, Lord, to be the father of a grown-up daughter! Explain what this line conveys about Chubukov as a father. (The Proposal) (v) In every alternate stanza, Amanda drifts into fantasy and yearns for more freedom and silence. Justify and elaborate the reason. (Amanda)"
2024,1,4,2_4_1_English L & L.pdf,Literature,9,General,"9. Answer any two of the following three questions in 40 50 words each : 2 3=6 (i) We are often over-indulgent towards people we care about. Explain with reference to the context of the story A Triumph of Surgery . (ii) How did Apprentice Noodle act smartly by suggesting something about the book without offending Think-Tank ? (The Book That Saved The Earth) (iii) Despite his unusual appearance, Ausables presence of mind helped him get rid of Max. Comment with reference to the story The Midnight Visitor."
2024,1,4,2_4_1_English L & L.pdf,Literature,10,Long Answer,"10. Answer any one of the following two questions in 100 120 words. 6 (a) Grief or sadness is an emotion natural to all types of loss or significant change. You have been asked to present an analysis of the approaches of Lencho and Kisa Gotami in dealing with their respective losses. Write this presentation draft including your insights, and comparing the approaches of both. You may begin like this : One acknowledges that Lencho had unwavering faith in God whereas Kisa Gotami in her grief, believed that her son .................... however ..................... . (Reference A Letter to God and The Sermon at Benares) OR (b) You have been chosen to address the school assembly on the occasion of Womens Day. You choose to speak on the resilience and indomitable spirit of the young girls : Anne Frank and Valli. Prepare the speech draft, with reference to the commonality and contrast in the situations and circumstances of both the girls. (Madam Rides the Bus and From the Diary of Anne Frank)"
2024,1,4,2_4_1_English L & L.pdf,Literature,11,Long Answer,"11. Answer any one of the following two questions in 100 120 words. 6 (a) Imagine that Hari Singh from The Thief s Story by Ruskin Bond, writes a diary entry, exploring the theme of human values and relations that are essential in life and can transform a person in the context of his own experience. Write this diary entry as Hari Singh. (The Thief s Story) OR (b) A character arc is the transformation or development of a character throughout a story and refers to the changes a character undergoes as a result of his/her experiences, challenges and interactions with other characters. In the light of the above information, trace the character arc of Bholi in K.A. Abbas Bholi"
